DATETIME,FINAL,HIGH,LOW,OPEN,VOLUME
2022-05-17 23:00:00,48.525,48.525,48.525,48.525,0.0
2022-05-18 23:00:00,50.0,50.0,50.0,50.0,1.0
2022-05-19 23:00:00,50.0,50.0,50.0,50.0,0.0
2022-05-20 23:00:00,49.875,50.0,49.875,50.0,1.0
2022-05-23 23:00:00,49.875,49.875,49.875,49.875,0.0
2022-05-24 23:00:00,49.875,49.875,49.875,49.875,0.0
2022-05-25 23:00:00,49.875,49.875,49.875,49.875,0.0
2022-05-26 23:00:00,49.875,49.875,49.875,49.875,0.0
2022-05-27 23:00:00,49.875,49.875,49.875,49.875,0.0
2022-05-31 23:00:00,50.0,50.0,50.0,50.0,0.0
2022-06-01 23:00:00,51.0,51.0,51.0,51.0,0.0
2022-06-02 23:00:00,52.5,52.5,52.5,52.5,0.0
2022-06-03 23:00:00,52.5,52.5,52.5,52.5,0.0
2022-06-06 23:00:00,53.0,53.0,53.0,53.0,0.0
2022-06-07 23:00:00,54.0,54.0,54.0,54.0,1.0
2022-06-08 23:00:00,54.0,54.0,54.0,54.0,5.0
2022-06-09 23:00:00,54.0,54.0,54.0,54.0,0.0
2022-06-10 23:00:00,54.0,54.0,54.0,54.0,0.0
2022-06-13 23:00:00,54.0,54.0,54.0,54.0,0.0
2022-06-14 23:00:00,53.0,53.0,53.0,53.0,2.0
2022-06-15 23:00:00,52.5,52.5,51.5,52.5,2.0
2022-06-16 23:00:00,51.975,51.975,51.975,51.975,0.0
2022-06-17 23:00:00,51.975,51.975,51.975,51.975,0.0
2022-06-21 23:00:00,51.975,51.975,51.975,51.975,0.0
2022-06-22 23:00:00,51.975,51.975,51.975,51.975,0.0
2022-06-23 23:00:00,51.975,51.975,51.975,51.975,0.0
2022-06-24 23:00:00,50.0,50.0,50.0,50.0,1.0
2022-06-27 23:00:00,50.0,50.0,50.0,50.0,0.0
2022-06-28 23:00:00,48.025,48.025,48.025,48.025,5.0
2022-06-29 23:00:00,48.025,48.025,48.025,48.025,0.0
2022-06-30 23:00:00,48.025,48.025,48.025,48.025,0.0
2022-07-01 23:00:00,48.025,48.025,48.025,48.025,0.0
2022-07-05 23:00:00,48.025,48.025,48.025,48.025,0.0
2022-07-06 23:00:00,48.025,48.025,48.025,48.025,0.0
2022-07-07 23:00:00,48.025,48.025,48.025,48.025,0.0
2022-07-08 23:00:00,48.025,48.025,48.025,48.025,0.0
2022-07-11 23:00:00,48.025,48.025,48.025,48.025,0.0
2022-07-12 23:00:00,47.975,47.975,47.975,47.975,0.0
2022-07-13 23:00:00,47.975,47.975,47.975,47.975,0.0
